experiences_offered,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,24-Hour Check-in,Air Conditioning,Breakfast,BuzzerWireless Intercom,Cable TV,Carbon Monoxide Detector,Cat(s),Dog(s),Doorman,Dryer,Elevator in Building,Essentials,FamilyKid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Free Parking on Street,Gym,Hair Dryer,Hangers,Heating,Hot Tub,Indoor Fireplace,Internet,Iron,Kitchen,Laptop Friendly Workspace,Lock on Bedroom Door,Other pet(s),Paid Parking Off Premises,Pets Allowed,Pets live on this property,Pool,Safety Card,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Washer,Washer  Dryer,Wheelchair Accessible,Wireless Internet,latitude,longitude
none,within a few hours,0.98,0.66,f,t,t,South End,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,164,1000,3500,500,100,1,0,3,365,2,11,29,304,39,86,9,10,9,9,9,9,f,f,strict,f,f,19,1.26,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.33671249560704,-71.07545754
none,within a few hours,1,1,f,t,f,South End,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,185,1000,3500,250,80,2,35,2,30,11,34,48,323,37,92,10,10,10,10,10,9,f,f,strict,f,f,2,3.06,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,42.34551716169836,-71.06939493
none,within an hour,1,1,t,t,t,South End,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,250,1690,5960,100,95,1,0,3,1125,4,5,18,293,77,97,10,10,10,10,10,10,f,f,flexible,f,f,1,3.06,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,42.34379199602544,-71.07285899
none,within an hour,1,1,f,t,f,South End,t,Apartment,Private room,2,1,1,1,Real Bed,100,1000,3500,95,30,1,0,1,1125,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,42.33547303703898,-71.07502102
none,within a few hours,1,1,f,t,t,South End,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,275,1000,3500,100,100,1,0,1,1125,15,45,75,350,1,100,10,10,8,10,10,10,f,f,flexible,f,f,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,42.341804981809375,-71.07982968
none,within a few hours,0.98,0.66,f,t,t,South End,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,225,1000,3500,500,75,1,0,2,1125,0,19,45,320,21,80,8,9,8,8,9,8,f,f,strict,f,f,19,1.17,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.34113339953168,-71.08001119
none,within a few hours,0.9,0.83,f,t,t,South End,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,250,1000,3500,100,50,4,100,1,1125,1,1,1,1,4,95,10,10,10,10,10,9,f,f,strict,f,f,1,0.85,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.345159717726546,-71.07167347
none,within an hour,1,1,f,t,f,South End,t,Loft,Private room,1,1.5,1,1,Real Bed,50,650,3500,100,15,2,20,1,1125,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,strict,f,f,1,1.970908448,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,42.346187963172284,-71.07314898
none,within an hour,1,0,f,t,t,South End,f,Condominium,Entire home/apt,3,1,1,1,Real Bed,115,1000,3500,100,35,1,0,4,1125,0,0,0,4,6,100,10,10,10,10,10,10,f,f,strict,f,f,1,1.06,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,42.34298635,-71.0703004
none,within a few hours,1,0.91,f,t,t,South End,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,1000,3500,100,225,1,0,7,1125,5,35,65,340,3,67,8,7,9,7,9,7,f,f,strict,f,f,50,0.27,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.34343806690266,-71.07688356
none,within an hour,1,0,f,t,t,South End,t,Apartment,Entire home/apt,4,1,0,2,Real Bed,170,800,2500,200,40,2,10,4,365,0,0,29,29,18,88,8,9,10,10,8,9,f,f,moderate,f,f,1,0.67,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,42.33519276568347,-71.07495094
none,within an hour,1,1,t,t,t,South End,t,Apartment,Shared room,2,1,1,1,Airbed,125,1000,3500,100,100,1,40,2,1125,0,21,48,138,59,97,10,9,10,10,10,10,f,t,moderate,f,f,1,3.51,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,42.344124982631705,-71.07048304
none,within an hour,1,1,f,t,f,South End,t,Apartment,Entire home/apt,2,2,2,1,Real Bed,250,1000,3500,95,100,1,0,2,1125,0,0,0,39,2,100,10,10,10,10,10,10,f,f,flexible,f,f,1,0.18,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,42.34521620497881,-71.07185953
none,within a few hours,0.71,0.98,f,t,t,South End,t,Apartment,Entire home/apt,4,1,2,3,Real Bed,229,1000,3500,400,95,2,10,3,1125,16,27,52,79,9,73,7,7,8,8,9,7,f,t,strict,f,f,58,2.23,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.34473147773383,-71.07090818
none,within an hour,1,1,f,t,t,South End,t,Apartment,Private room,2,1,1,1,Real Bed,90,540,3500,100,45,1,0,2,1125,0,0,0,0,1,100,10,10,10,10,10,10,f,f,moderate,f,f,1,0.06,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,42.33767012629468,-71.07640773
none,within a few hours,1,0.56,t,t,t,South End,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,200,1000,3500,250,40,1,0,1,1125,30,60,90,365,11,100,10,10,10,10,10,10,f,f,strict,f,f,2,1.01,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,42.34430213679429,-71.06899694
none,within a few hours,0.98,0.66,f,t,t,South End,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,1000,3500,500,75,1,0,2,1125,2,27,52,327,39,76,8,9,9,9,10,8,f,f,strict,f,f,19,1.98,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.34079541636332,-71.08070417
none,within an hour,1,0.94,t,t,t,South End,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,306,1380,4872,150,90,4,100,1,85,6,16,41,133,192,97,10,10,10,10,10,10,f,f,strict,t,t,6,4.72,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,42.34121342173442,-71.07571054
none,within a day,0.8,0.9,f,t,t,South End,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,229,1000,3500,250,80,4,100,3,60,5,21,26,26,5,95,10,10,10,10,10,10,f,f,strict,f,f,1,1.04,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,42.34380979831552,-71.06929087
none,within a few hours,0.71,0.98,f,t,t,South End,t,Condominium,Entire home/apt,2,1,1,1,Real Bed,199,1000,3500,400,95,1,10,3,1125,13,29,29,29,4,100,10,10,10,9,10,10,f,t,strict,f,f,58,0.77,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,42.34562568447279,-71.06321265
none,within an hour,1,1,f,t,t,South End,t,Loft,Shared room,1,1,1,1,Pull-out Sofa,67,1000,3500,100,100,1,0,2,5,6,21,46,69,14,93,9,9,9,9,10,9,f,f,flexible,f,f,1,1.14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,42.339544636587625,-71.07387036
none,within an hour,1,0.5,f,t,t,South End,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,120,950,3400,100,100,1,20,28,45,1,7,37,63,6,97,9,9,10,10,10,9,f,f,strict,f,f,3,0.39,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,42.34258199617985,-71.07650344
none,within a few hours,1,0.87,t,t,f,South End,t,Apartment,Entire home/apt,3,1,0,1,Real Bed,239,1533,4950,100,100,2,25,3,1125,10,30,52,327,1,100,10,10,10,10,10,10,f,f,strict,f,f,12,0.16,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.34178015511022,-71.08004974
none,within an hour,1,1,f,t,f,South End,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,130,1000,3500,150,50,1,0,1,1125,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.33685272,-71.0730617
none,within a few hours,0.9,1,t,t,t,South End,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,197,1000,3500,100,80,1,0,2,30,1,14,42,42,26,98,10,10,10,10,10,10,f,f,moderate,f,f,1,4.53,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,42.34770355986914,-71.07152834
none,within an hour,1,1,f,t,t,South End,t,Apartment,Private room,2,1.5,1,1,Real Bed,85,1000,3500,100,25,1,0,2,1125,0,0,0,0,1,80,8,8,10,10,8,8,f,f,flexible,f,f,1,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.339308963259484,-71.06495499
none,within an hour,1,1,f,t,f,South End,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,225,1000,3500,100,100,1,0,3,1125,20,50,80,80,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.342761605810324,-71.07469313
none,within a few hours,1,0.83,t,t,t,South End,t,House,Entire home/apt,8,4.5,5,6,Real Bed,1300,1000,3500,1000,100,1,0,5,30,14,44,69,333,2,100,10,10,10,10,10,10,f,f,strict,f,f,3,0.75,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,42.34241482588717,-71.07451934
none,within a day,0.5,0.5,f,t,t,South End,f,Apartment,Entire home/apt,4,2,2,2,Real Bed,266,1000,3500,100,65,2,10,3,1125,3,3,3,56,1,100,10,10,10,10,10,10,f,f,flexible,f,f,2,0.24,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,42.336357255160316,-71.07444244
none,within an hour,1,1,f,t,t,South End,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,1000,4400,160,45,1,0,2,21,0,0,0,0,6,95,9,10,10,9,10,9,f,f,flexible,f,f,1,0.33,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,42.33569268282436,-71.07463211
none,within a few hours,1,0.91,f,t,t,South End,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,1000,3500,100,225,1,0,7,1125,0,21,51,326,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,strict,f,f,50,1.970908448,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,42.34407303803346,-71.07532811
none,within a day,0.8,1,f,t,f,South End,t,Apartment,Entire home/apt,3,1,2,2,Real Bed,280,1000,3500,100,80,1,20,3,1125,24,45,70,345,8,93,10,10,10,10,9,9,f,f,moderate,f,f,1,1.54,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,42.342459308679885,-71.07890448
none,within an hour,1,1,f,t,f,South End,t,Apartment,Private room,2,1,1,1,Real Bed,60,1000,3500,100,20,1,10,7,1125,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,strict,f,f,1,1.970908448,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.339093859346114,-71.07900524
none,within an hour,1,1,f,t,t,South End,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,225,1000,3500,500,80,3,100,2,1125,0,0,0,264,31,93,10,9,9,10,9,9,f,f,strict,t,t,1,1.21,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,42.33817959209641,-71.06462946
none,within a few hours,0.9,0.82,f,t,f,South End,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,170,1000,3500,100,25,1,10,1,1125,0,1,14,185,50,97,10,10,10,10,10,9,f,f,flexible,f,f,1,2.91,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,42.34311950529787,-71.0758505
none,within an hour,1,0,t,t,t,South End,t,Bed & Breakfast,Private room,2,1,1,1,Real Bed,168,1000,3500,1000,25,2,65,1,1125,22,52,82,109,4,100,10,10,10,10,10,10,f,f,strict,f,f,1,0.24,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,42.34447431637321,-71.07698271
none,within an hour,1,0.94,t,t,t,South End,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,183,1476,5208,100,70,2,77,2,365,7,25,52,146,192,94,9,9,10,10,10,9,f,f,strict,t,t,6,4.57,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,42.34348781143775,-71.07680165
none,within a few hours,1,0.91,f,t,t,South End,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,137,1000,3500,100,225,1,0,7,1125,0,5,35,310,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,strict,f,f,50,1.970908448,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,42.34366470397223,-71.07562188
none,within an hour,1,1,f,t,f,South End,t,Apartment,Entire home/apt,6,1,2,2,Real Bed,300,1000,3500,100,100,1,0,4,1125,0,0,4,275,9,88,9,8,10,10,10,9,f,t,strict,f,f,1,1.74,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.34389101690596,-71.06948267
none,within an hour,1,1,f,t,f,South End,f,Apartment,Entire home/apt,3,1,0,1,Real Bed,166,1000,3500,100,100,1,0,2,1125,0,3,3,3,2,90,9,10,10,10,9,10,f,f,flexible,f,f,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,42.335003376033924,-71.07509361
none,within an hour,1,1,f,t,t,South End,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,350,1800,5000,100,50,1,0,2,10,5,11,28,289,33,98,10,10,10,10,10,9,f,f,strict,f,f,1,4.16,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,42.34343207030431,-71.07291213
none,within a day,1,1,f,t,t,South End,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,149,1000,3500,300,40,1,0,10,1125,0,0,0,27,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,1,1.970908448,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.33905138738604,-71.07641049
none,within an hour,1,0.96,f,t,t,South End,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,190,1000,3500,250,50,2,30,2,1125,11,39,69,344,115,92,10,9,10,10,9,9,f,f,strict,f,f,2,3.9,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.33807459,-71.07532867
none,within a day,1,0.95,t,t,t,South End,t,Apartment,Private room,2,1,1,1,Real Bed,180,1000,3500,100,100,1,0,2,10,1,21,40,80,18,96,10,10,10,10,10,9,f,f,strict,f,f,1,3.46,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.34266914158188,-71.0695767
none,within a day,1,0.93,t,t,t,South End,t,Apartment,Private room,2,1,1,1,Real Bed,99,649,2190,150,100,1,10,3,1125,6,10,33,122,78,97,10,10,10,10,10,10,f,f,moderate,t,t,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,42.33533589134802,-71.07425652
none,within an hour,1,0.5,f,t,t,South End,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,110,800,3000,100,100,1,20,28,45,4,34,64,64,4,75,6,8,9,9,10,8,f,f,strict,f,f,3,0.24,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,42.33981502500543,-71.07770093
none,within a few hours,1,1,f,t,t,South End,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,210,1400,5000,375,50,2,25,4,100,5,16,46,321,6,100,10,10,10,10,9,10,f,f,strict,f,f,1,0.58,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.33807716,-71.07509285
none,within a few hours,1,0.91,f,t,t,South End,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,155,1000,3500,100,225,1,0,7,1125,8,38,68,343,2,80,9,9,8,8,10,7,f,f,strict,f,f,50,0.19,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.345045581707545,-71.07576544
none,within a few hours,1,0.67,f,t,t,South End,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,178,1000,3500,100,75,2,0,1,4,2,3,5,5,9,100,10,10,10,10,10,10,f,f,strict,f,f,1,0.78,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,42.33617223217502,-71.07542724
none,within an hour,1,0.91,f,t,f,South End,t,Condominium,Entire home/apt,7,2,4,5,Real Bed,600,1000,3500,200,125,4,20,1,1125,0,0,0,0,6,83,8,9,8,9,10,9,f,f,flexible,f,f,1,3,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.34230308536128,-71.08036334
none,within an hour,1,1,f,t,f,South End,t,Apartment,Entire home/apt,5,2,3,4,Real Bed,550,1000,3500,1000,150,1,0,2,3,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,1,1.970908448,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,42.34565356501126,-71.07650503
none,within an hour,1,0.97,f,t,t,South End,t,Townhouse,Entire home/apt,4,1,1,2,Real Bed,170,1000,3500,100,50,2,25,3,1125,9,23,40,154,4,100,10,10,10,10,10,10,f,f,strict,f,f,4,1.64,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.34451312552965,-71.07422169
none,within a day,0.77,0.33,f,t,f,South End,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,129,1000,3500,100,100,1,0,2,1125,26,56,86,361,5,96,10,10,10,10,10,10,f,f,strict,f,f,14,0.77,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,42.34385225246119,-71.07925308
none,within an hour,1,0.97,f,t,t,South End,t,Townhouse,Entire home/apt,2,1,0,1,Real Bed,160,1000,3500,100,50,2,25,2,1125,4,14,27,141,5,100,10,10,10,10,10,10,f,f,strict,f,f,4,3.33,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.34386190737302,-71.07419704
none,within an hour,1,1,f,t,f,South End,f,Apartment,Private room,2,1,1,1,Real Bed,250,1000,3500,100,100,1,0,2,1125,0,0,29,304,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,1,1.970908448,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.34529169535237,-71.07656328
none,within a few hours,1,0.58,f,t,t,South End,f,Apartment,Entire home/apt,2,1,2,1,Real Bed,149,950,3350,250,100,2,0,1,1125,0,0,0,0,8,90,9,9,10,10,10,9,f,f,strict,f,f,1,0.5,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,42.34453844883631,-71.06602188
none,within an hour,1,0.91,f,t,f,South End,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,175,1000,3500,100,25,2,25,3,1125,0,0,0,0,8,90,9,10,10,10,10,10,f,f,strict,f,f,20,1.9,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.34342894519076,-71.07400281
none,within an hour,0.92,1,f,t,t,South End,t,Apartment,Private room,2,1,1,1,Real Bed,150,850,2900,200,25,1,0,2,21,6,19,32,59,87,95,10,10,10,10,10,9,f,f,moderate,f,f,1,5.01,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,42.347079923982996,-71.07361071
none,within an hour,1,1,t,t,t,South End,t,Apartment,Entire home/apt,4,1.5,1,1,Real Bed,250,1000,3500,100,100,1,0,2,1125,2,5,16,45,15,100,10,10,10,10,10,10,f,f,strict,f,f,1,1.52,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,42.34126176465926,-71.07719172
none,within an hour,1,1,f,t,f,South End,t,Loft,Entire home/apt,2,1,1,1,Real Bed,100,1000,3500,100,100,1,0,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,f,f,flexible,f,f,1,0.11,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42.34346177505992,-71.06419539
none,within a few hours,1,0.75,f,t,t,South End,t,Apartment,Entire home/apt,7,1,2,3,Real Bed,200,1000,3500,100,125,1,0,1,1125,11,26,56,318,52,95,10,10,10,10,10,10,f,f,strict,f,f,6,2.36,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.340943167893215,-71.07704195
