experiences_offered,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,24-Hour Check-in,Air Conditioning,Breakfast,BuzzerWireless Intercom,Cable TV,Carbon Monoxide Detector,Cat(s),Dog(s),Doorman,Dryer,Elevator in Building,Essentials,FamilyKid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Free Parking on Street,Gym,Hair Dryer,Hangers,Heating,Hot Tub,Indoor Fireplace,Internet,Iron,Kitchen,Laptop Friendly Workspace,Lock on Bedroom Door,Other pet(s),Paid Parking Off Premises,Pets Allowed,Pets live on this property,Pool,Safety Card,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Washer,Washer  Dryer,Wheelchair Accessible,Wireless Internet,latitude,longitude
none,within a day,0.8,0.33,f,t,t,Brighton,t,Apartment,Private room,2,1,1,1,Real Bed,70,1000,3500,100,10,1,0,1,7,0,0,0,0,3,87,10,9,10,9,7,10,f,f,flexible,f,f,1,0.95,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.36113460238734,-71.14011364
none,within an hour,1,0.99,t,t,t,Brighton,t,Apartment,Entire home/apt,10,1,3,7,Real Bed,500,1000,3500,500,150,4,35,3,1125,28,58,88,178,2,100,10,10,10,10,10,10,f,f,strict,f,f,7,0.42,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,42.34612242176923,-71.1518799
none,within a few hours,0.95,0.99,f,t,t,Brighton,t,House,Private room,2,2,1,1,Real Bed,60,300,1200,100,10,1,20,30,1125,12,12,16,291,60,90,9,9,10,10,9,9,f,f,strict,f,f,6,2.8,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,42.35159256998726,-71.14421129
none,within an hour,1,1,f,t,f,Brighton,t,Apartment,Entire home/apt,6,2,5,5,Real Bed,195,1000,3500,400,250,6,25,4,1125,24,54,84,359,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,1,1.970908448,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,42.35027128198397,-71.16941387
none,within an hour,1,1,f,t,t,Brighton,t,Apartment,Private room,2,1,1,1,Real Bed,110,1000,3500,100,15,2,15,2,21,3,21,34,301,120,95,10,10,10,10,9,9,f,f,strict,f,f,1,2.03,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.352572976732944,-71.1505652
none,within a day,0.9,0.91,t,t,t,Brighton,t,Apartment,Private room,2,1,1,1,Real Bed,50,800,3000,100,20,1,30,1,20,15,37,67,67,27,97,10,10,10,10,9,10,f,f,strict,f,f,2,2.81,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,42.35074236848616,-71.16995307
none,within a day,0.5,1,f,t,t,Brighton,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,148,1000,3500,100,45,1,0,14,75,13,26,56,56,1,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42.34528024327052,-71.1477012
none,within a day,1,0.71,f,t,t,Brighton,t,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,120,1000,3500,150,50,1,0,1,1125,0,0,0,248,19,86,9,9,9,9,9,8,f,f,strict,f,f,1,1.45,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.33789228304368,-71.15631497
none,within a day,1,1,f,t,t,Brighton,t,House,Entire home/apt,4,1,2,2,Real Bed,140,1000,3500,200,100,1,0,3,1125,0,0,0,0,2,100,10,9,10,10,10,10,f,f,strict,f,f,1,0.59,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,42.34310294092337,-71.14985563
none,within an hour,1,0.33,f,t,f,Brighton,t,House,Private room,1,1,1,1,Real Bed,60,1000,3500,100,50,1,0,1,1125,30,60,90,365,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,strict,f,f,4,1.970908448,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,42.35617773113255,-71.13870502
none,within a few hours,1,0.94,f,t,f,Brighton,t,Apartment,Private room,1,1,1,1,Real Bed,39,1000,3500,300,50,1,0,4,999,0,0,0,230,1,100,10,10,8,10,10,8,f,f,strict,f,f,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42.35971954,-71.14550049
none,within an hour,1,1,t,t,t,Brighton,t,Apartment,Entire home/apt,5,1,3,4,Real Bed,285,1750,5000,100,95,5,75,3,29,3,11,38,301,72,98,10,10,10,10,9,10,f,f,flexible,f,f,1,5.33,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.345538867721274,-71.13819017
none,within a few hours,0.95,0.67,f,t,t,Brighton,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,52,1000,1550,100,100,1,0,27,1125,20,20,20,272,6,90,9,9,10,10,9,9,f,f,strict,f,f,1,0.24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.34379756233822,-71.1563048
none,within an hour,1,0.91,t,t,t,Brighton,t,House,Private room,3,1,1,2,Real Bed,115,700,2150,100,50,2,10,2,28,5,13,43,318,44,97,10,10,10,10,9,10,f,f,moderate,f,f,1,1.67,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,42.34857517008484,-71.15871821
none,within an hour,1,0.86,f,t,t,Brighton,f,House,Private room,2,1,1,1,Real Bed,79,1000,3500,100,100,1,20,1,1125,29,59,89,364,1,80,6,6,10,10,10,6,f,t,moderate,f,f,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,42.34760805,-71.15245248
none,within a few hours,1,1,f,t,t,Brighton,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,115,700,3500,100,50,1,0,3,1125,0,0,0,0,7,86,8,8,9,10,9,8,f,f,strict,f,f,1,0.56,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.33689823185859,-71.15018023
none,within an hour,1,1,f,t,t,Brighton,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,103,1000,3500,250,85,2,50,2,1125,30,60,90,365,51,89,9,10,9,9,9,9,f,t,strict,f,f,1,3.12,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,42.345056815102325,-71.13753461
none,within an hour,1,1,f,t,t,Brighton,f,Apartment,Entire home/apt,6,1,2,2,Real Bed,212,1785,6428,100,100,6,20,2,1125,8,21,44,319,63,91,10,8,10,10,9,9,f,t,moderate,f,f,1,4.06,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.344960892681726,-71.14961762
none,within a few hours,0.78,0.92,f,t,t,Brighton,t,Apartment,Entire home/apt,6,1,0,1,Real Bed,130,1000,3500,400,66,1,0,1,90,24,54,69,344,1,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,strict,f,f,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,42.34555339138632,-71.13660702
none,within a few hours,1,1,f,t,t,Brighton,t,Townhouse,Entire home/apt,6,2.5,3,3,Real Bed,250,1000,3500,100,100,1,0,4,1125,0,0,8,35,3,100,10,10,10,10,10,10,f,f,moderate,f,f,3,1.96,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.35013328377472,-71.17146853
none,within an hour,1,1,f,t,t,Brighton,t,Apartment,Entire home/apt,5,2,3,4,Real Bed,135,700,2500,2000,180,5,50,60,180,0,0,0,183,3,80,9,8,9,9,9,8,f,f,strict,f,f,1,0.29,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,42.35365396271907,-71.14827415
none,within a few hours,1,1,f,t,f,Brighton,t,Apartment,Entire home/apt,6,1,2,2,Real Bed,211,900,3100,100,75,2,15,2,1125,6,26,56,331,39,88,9,9,9,9,9,9,f,f,strict,f,f,4,2.46,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,42.34151874110518,-71.14917643
none,within an hour,1,1,f,t,t,Brighton,t,House,Private room,4,1,1,4,Real Bed,70,1000,3500,100,35,2,50,2,1125,3,19,46,309,104,93,9,9,10,9,9,9,f,t,strict,f,f,1,3.85,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,42.34126052063228,-71.15717343
none,within an hour,1,1,f,t,t,Brighton,t,Apartment,Private room,1,1,1,1,Real Bed,49,1000,3500,100,100,1,20,3,1125,0,0,0,0,2,50,5,3,5,7,8,7,f,t,flexible,f,f,1,0.53,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,42.34863623,-71.14064758
none,within an hour,1,1,f,t,f,Brighton,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,75,1000,3500,100,50,1,0,1,1125,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,42.341359989845756,-71.14634379
none,within an hour,0.99,0.93,f,t,t,Brighton,t,Apartment,Private room,4,3,1,2,Real Bed,189,1050,3700,100,50,2,20,2,90,23,53,83,173,1,100,8,10,8,10,8,10,f,f,strict,f,f,24,0.08,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.36044564104602,-71.14164164
none,within an hour,1,1,f,t,f,Brighton,t,Apartment,Entire home/apt,6,1,3,6,Real Bed,287,1000,3500,100,100,1,0,3,1125,23,53,83,83,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,42.35060159207441,-71.15926434
none,within an hour,1,1,f,t,f,Brighton,t,Apartment,Private room,2,1,1,2,Real Bed,65,1000,1100,100,10,1,15,1,1125,5,27,57,327,42,92,10,10,10,9,10,9,f,t,flexible,f,f,1,5.32,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.33588716697631,-71.14895443
none,within an hour,1,1,f,t,t,Brighton,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,74,1000,3500,100,100,1,0,1,1125,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,42.3399832,-71.15504853
none,within an hour,1,0.7,f,t,t,Brighton,t,Apartment,Private room,2,1,1,1,Real Bed,60,1000,3500,100,50,1,10,2,1125,30,60,90,365,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,2,1.970908448,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,42.34438211174568,-71.16745949
none,within a day,1,0.57,f,t,t,Brighton,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,1000,3500,250,50,1,0,3,1125,0,0,0,0,2,90,10,9,10,10,8,9,f,f,strict,f,f,1,0.16,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.34472176917317,-71.14249483
none,within an hour,1,1,f,t,f,Brighton,t,Townhouse,Private room,2,1,1,2,Real Bed,99,1000,3500,100,25,2,25,1,1125,21,51,81,356,3,100,10,10,10,10,10,9,f,f,strict,f,f,1,3,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,42.35451644287794,-71.13961328
none,within an hour,0.95,0.6,f,t,t,Brighton,t,House,Private room,2,1,1,1,Real Bed,65,350,1100,300,100,1,10,2,1125,0,0,0,258,15,95,10,9,10,10,10,10,f,f,moderate,f,f,3,0.89,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.34985002797799,-71.16451315
none,within an hour,1,1,f,t,t,Brighton,t,Condominium,Entire home/apt,5,1,1,3,Real Bed,112,1000,3500,100,20,1,20,1,1125,1,14,37,290,87,92,10,10,10,10,9,9,f,f,flexible,f,f,1,9.67,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,42.34741609690839,-71.16731949
none,within an hour,1,0.8,f,t,f,Brighton,t,Loft,Entire home/apt,4,1,2,2,Real Bed,195,1000,3500,100,125,1,0,2,1125,11,24,53,315,3,100,10,10,10,10,10,10,f,f,strict,f,f,1,2.31,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,42.339996330022444,-71.15351639
none,within a day,1,1,f,t,f,Brighton,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,108,500,2000,100,100,1,0,7,1125,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,42.338298066925326,-71.1541233
none,within a few hours,1,0.75,f,t,t,Brighton,t,Apartment,Entire home/apt,8,1,3,4,Real Bed,250,1700,3500,100,100,4,20,2,1125,0,0,0,0,23,98,10,9,10,10,9,10,f,f,moderate,f,f,1,0.9,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,42.35457384301818,-71.15949264
none,within an hour,1,1,f,t,t,Brighton,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,147,875,3087,400,100,2,25,3,1125,8,27,55,293,132,94,10,10,10,10,9,9,f,f,strict,f,f,1,3.45,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.345668308002836,-71.13921858
none,within an hour,1,1,f,t,f,Brighton,t,Apartment,Entire home/apt,4,1,1,2,Futon,150,450,1700,100,100,1,0,1,1125,0,0,0,0,4,90,10,8,10,10,8,10,f,f,flexible,f,f,1,0.15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.34127612363598,-71.14638193
none,within a few hours,1,1,f,t,t,Brighton,f,Townhouse,Private room,2,2.5,1,1,Real Bed,95,1000,3500,100,100,1,0,1,1125,8,35,65,155,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,3,1.970908448,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.349934018130895,-71.17178882
none,within a few hours,1,0.25,t,t,t,Brighton,t,House,Private room,2,1,1,1,Real Bed,99,1000,3500,100,25,0,0,2,1125,24,54,84,359,16,95,10,9,10,10,9,9,f,f,moderate,f,f,1,0.95,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,42.348511782044305,-71.16796813
none,within a day,0.94,1,f,t,t,Brighton,t,Apartment,Entire home/apt,5,1,2,2,Real Bed,200,1000,3200,100,50,4,25,2,365,10,25,48,316,22,91,9,9,10,10,9,9,f,f,flexible,f,f,1,0.99,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,42.34112889897258,-71.14256187
none,within a day,0.8,0.85,f,t,f,Brighton,t,Apartment,Entire home/apt,2,1,1,2,Real Bed,100,1000,3500,100,100,1,0,2,15,0,0,0,0,6,97,10,10,10,10,10,9,f,f,flexible,f,f,1,1.94,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.33867207480593,-71.15702915
none,within an hour,1,0.95,t,t,t,Brighton,t,Apartment,Private room,2,1,1,1,Real Bed,85,1000,3500,100,10,1,0,1,1125,6,6,11,11,1,100,10,10,10,10,10,10,f,f,moderate,f,f,3,0.46,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.34014735666771,-71.14800087
none,within a day,1,1,f,t,f,Brighton,t,Apartment,Entire home/apt,1,1,1,1,Real Bed,120,900,3200,500,300,1,50,4,365,30,60,90,365,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,moderate,f,f,2,1.970908448,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.353730114965074,-71.16107243
none,within an hour,1,0.94,f,t,t,Brighton,f,Apartment,Private room,2,1,1,1,Real Bed,60,1000,3500,200,100,1,0,1,1125,6,16,16,34,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,t,moderate,f,f,1,1.970908448,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,42.33839097901318,-71.15149542
none,within an hour,1,1,f,t,f,Brighton,f,House,Private room,1,1,1,1,Real Bed,90,400,1500,100,30,1,10,2,1125,0,0,0,248,9,90,9,9,9,10,9,9,f,t,moderate,f,f,1,0.32,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.36056204055049,-71.13901362
none,within a day,1,0.83,f,t,t,Brighton,t,Apartment,Private room,1,1,1,1,Futon,56,335,1004,100,100,1,0,5,1125,10,30,60,335,5,92,9,9,10,10,10,9,f,f,flexible,f,f,1,0.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.34365612637673,-71.14689232
none,within an hour,0.99,0.93,f,t,t,Brighton,t,House,Private room,2,1,1,1,Real Bed,89,550,1900,100,40,1,20,1,90,23,53,83,83,14,97,10,10,10,10,9,10,f,f,strict,f,f,24,1.21,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,42.35944906,-71.14049677
none,within an hour,0.95,0.6,f,t,t,Brighton,t,House,Private room,2,1,1,1,Real Bed,65,350,1100,300,100,1,10,2,1125,0,0,0,252,16,93,9,8,10,10,10,9,f,f,moderate,f,f,3,0.96,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.34916138634477,-71.16347987
none,within an hour,1,0.71,f,t,f,Brighton,t,Apartment,Entire home/apt,1,2,1,1,Real Bed,110,1000,3500,100,100,1,0,1,1,22,50,72,72,2,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,t,flexible,f,f,1,1.03,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,42.35399435,-71.14661545
none,within an hour,0.83,1,f,t,t,Brighton,t,Apartment,Private room,2,1,1,1,Real Bed,55,1000,3500,100,100,1,0,1,1125,8,36,66,66,2,100,10,10,10,10,10,10,f,t,flexible,f,f,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,42.345490392503976,-71.1408144
none,within an hour,1,0.57,f,t,t,West Roxbury,t,House,Private room,4,1.5,1,1,Real Bed,80,1000,816,100,100,1,0,1,1125,0,0,12,287,19,97,10,9,10,10,9,10,f,f,strict,f,f,1,0.47,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.28719370532695,-71.16815974
none,within a few hours,0.61,1,f,t,t,West Roxbury,t,House,Private room,1,2,1,1,Real Bed,45,1000,3500,100,100,1,0,30,1125,0,0,4,279,10,96,10,10,10,10,10,10,f,f,flexible,f,f,2,1.89,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,42.272605834880025,-71.14669033
none,within an hour,1,1,t,t,t,West Roxbury,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,119,740,2550,150,25,2,35,3,1125,9,23,53,328,33,99,10,10,10,10,9,10,f,t,strict,f,f,2,0.87,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.29052559198051,-71.14105591
none,within an hour,1,1,f,t,f,West Roxbury,t,Townhouse,Private room,1,1,1,1,Real Bed,75,1000,3500,950,100,1,15,1,1125,29,59,89,364,1,100,10,10,10,10,10,10,f,f,flexible,f,f,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,42.29601642,-71.15514783
none,within an hour,1,1,f,t,f,West Roxbury,t,House,Private room,2,2,1,2,Real Bed,160,1000,3500,100,100,1,0,1,1125,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,flexible,f,f,1,1.970908448,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,42.26344340728242,-71.14864176
none,within an hour,1,0.95,f,t,t,West Roxbury,f,House,Entire home/apt,4,1,2,2,Real Bed,155,1000,3500,100,100,1,0,1,1125,0,0,25,300,3,100,9,10,10,10,10,10,f,t,moderate,f,f,2,2.81,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,42.272319782196924,-71.16249813
none,within an hour,1,1,f,t,t,West Roxbury,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,119,750,3500,100,100,1,0,1,1125,0,0,0,0,4,93,9,10,10,10,9,9,f,f,flexible,f,f,1,0.16,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,42.29713520198808,-71.15828888
none,within a day,0.9,1,f,t,f,West Roxbury,t,House,Private room,4,1.5,1,4,Real Bed,60,1000,3500,100,20,1,20,1,1125,17,35,65,340,163,93,9,10,9,10,9,9,f,t,moderate,f,f,1,4.1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,42.27176131182028,-71.16759241
